Rk,Player,Season,Age,Tm,Lg,WS,OWS,OBPM,PER,BPM
1,Jarnell Stokes,2016-17,23,DEN,NBA,0.1,0.1,4.9,31.5,16.8
2,Russell Westbrook,2016-17,28,OKC,NBA,13.1,8.5,8.7,30.6,11.1
3,Demetrius Jackson,2016-17,22,BOS,NBA,0.1,0.1,9.7,30.8,9.8
4,Kawhi Leonard,2016-17,25,SAS,NBA,13.6,8.9,7.1,27.6,9.4
5,Kevin Durant,2016-17,28,GSW,NBA,12,8,6.7,27.6,8.9
6,Josh Huestis,2016-17,25,OKC,NBA,0.2,0.1,7.6,26.1,8.8
7,James Harden,2016-17,27,HOU,NBA,15,11.5,7.5,27.4,8.7
8,Chris Paul,2016-17,31,LAC,NBA,10.6,7.9,6.3,26.2,8.7
9,LeBron James,2016-17,32,CLE,NBA,12.9,9.8,6.4,27,7.6
10,Giannis Antetokounmpo,2016-17,22,MIL,NBA,12.4,7.9,4.9,26.1,7.3
11,Jimmy Butler,2016-17,27,CHI,NBA,13.8,10.1,5.6,25.1,7.3
12,Nikola Jokić,2016-17,21,DEN,NBA,9.7,7.7,5.9,26.3,7.3
13,Stephen Curry,2016-17,28,GSW,NBA,12.6,8.7,6.7,24.6,6.9
14,Mike Conley,2016-17,29,MEM,NBA,10,7.5,6,23.2,6.8
15,DeMarcus Cousins,2016-17,26,TOT,NBA,7.6,3.9,5,25.8,6.8
16,Isaiah Thomas,2016-17,27,BOS,NBA,12.5,10.9,7.8,26.5,6.7
17,Kyle Lowry,2016-17,30,TOR,NBA,10.1,7.8,5.8,22.9,6.1
18,Anthony Davis,2016-17,23,NOP,NBA,11,5.9,4.4,27.5,5.9
19,Boban Marjanović,2016-17,28,DET,NBA,1.7,1.2,5.4,29.6,5.5
20,Marc Gasol,2016-17,32,MEM,NBA,7.7,4.2,3.8,20.3,5.2
21,Gordon Hayward,2016-17,26,UTA,NBA,10.4,7.1,4.6,22.2,5
22,Damian Lillard,2016-17,26,POR,NBA,10.4,8.8,6.1,24.1,5
23,Draymond Green,2016-17,26,GSW,NBA,8.2,2.8,1,16.5,4.9
24,Blake Griffin,2016-17,27,LAC,NBA,7.7,5.4,4.2,22.6,4.7
25,Karl-Anthony Towns,2016-17,21,MIN,NBA,12.7,9.9,5.5,25.9,4.7
26,John Wall,2016-17,26,WAS,NBA,8.8,5.8,4.6,23.2,4.7
27,Joel Embiid,2016-17,22,PHI,NBA,1.9,0.5,1.9,24.1,4.5
28,Rudy Gobert,2016-17,24,UTA,NBA,14.3,8.3,2.2,23.3,4.4
29,Kemba Walker,2016-17,26,CHO,NBA,8.1,5.9,4.9,21.3,4.1
30,Pau Gasol,2016-17,36,SAS,NBA,6.4,3.3,2.6,20.2,4
31,Lou Williams,2016-17,30,TOT,NBA,6.1,5.1,4.6,21.4,3.9
32,George Hill,2016-17,30,UTA,NBA,5.9,4,3,19.3,3.8
33,Eric Bledsoe,2016-17,27,PHO,NBA,5.3,4,3.7,20.5,3.6
34,Joel Bolomboy,2016-17,23,UTA,NBA,0.2,0.1,2.3,19.7,3.4
35,Al Horford,2016-17,30,BOS,NBA,6.3,3.6,2.3,17.7,3.4
36,Kyrie Irving,2016-17,24,CLE,NBA,8.9,7.4,4.7,23,3.4
37,Bradley Beal,2016-17,23,WAS,NBA,8.5,6.9,4.2,20.1,3.3
38,DeAndre Jordan,2016-17,28,LAC,NBA,11.8,7.2,2.5,21.8,3.3
39,Otto Porter,2016-17,23,WAS,NBA,9.4,6.4,2.4,17.3,3.3
40,Edy Tavares,2016-17,24,TOT,NBA,0.1,0,-1.4,21.3,3.3
41,Paul George,2016-17,26,IND,NBA,7.1,3.9,3,20.2,3.1
42,John Lucas III,2016-17,34,MIN,NBA,0,0,-4,9.1,3.1
43,DeMar DeRozan,2016-17,27,TOR,NBA,9,6.7,4.1,24,3
44,James Johnson,2016-17,29,MIA,NBA,5.1,1.9,1.1,17,2.8
45,David West,2016-17,36,GSW,NBA,2.6,0.9,-0.7,16.6,2.8
46,Goran Dragić,2016-17,30,MIA,NBA,7.5,5,2.7,19.8,2.6
47,Andre Iguodala,2016-17,33,GSW,NBA,6.9,4.1,0.8,14.3,2.5
48,Dwyane Wade,2016-17,35,CHI,NBA,3.4,0.9,1.6,18.5,2.5
49,Nerlens Noel,2016-17,22,TOT,NBA,4,2.1,0.1,20.4,2.4
50,Brook Lopez,2016-17,28,BRK,NBA,4.9,3.1,2.9,20.4,2.3
51,John Jenkins,2016-17,25,PHO,NBA,0,0,4.3,17.3,2.2
52,Jeff Teague,2016-17,28,IND,NBA,8.1,5.7,2.3,19.2,2.2
53,Jordan Farmar,2016-17,30,SAC,NBA,0,0,2.8,14.4,2.1
54,Kevin Love,2016-17,28,CLE,NBA,6.4,4,3.3,21.1,2.1
55,Paul Millsap,2016-17,31,ATL,NBA,6.4,2.6,0.8,17.8,2.1
56,Jeremy Lin,2016-17,28,BRK,NBA,2.1,1.3,1.9,19.2,2
57,CJ McCollum,2016-17,25,POR,NBA,7.6,6.2,3.4,19.9,2
58,Lucas Nogueira,2016-17,24,TOR,NBA,3.7,1.7,-1,15.5,2
59,Mason Plumlee,2016-17,26,TOT,NBA,6,3.6,0.6,18.1,2
60,Delon Wright,2016-17,24,TOR,NBA,1.1,0.5,-0.1,15,2
61,Rudy Gay,2016-17,30,SAC,NBA,1.8,0.8,1.4,17.9,1.9
62,Archie Goodwin,2016-17,22,TOT,NBA,0.7,0.6,2.2,18.7,1.9
63,Kyle O'Quinn,2016-17,26,NYK,NBA,3.9,2.1,0.2,20.5,1.9
64,Kyle Anderson,2016-17,23,SAS,NBA,2.7,0.7,-1.4,12.5,1.8
65,David Lee,2016-17,33,SAS,NBA,5.7,3.2,0.7,18.5,1.8
66,Greg Monroe,2016-17,26,MIL,NBA,5.6,3,1.3,21.1,1.8
67,Enes Kanter,2016-17,24,OKC,NBA,5.8,4,3,23.7,1.7
68,Brandan Wright,2016-17,29,MEM,NBA,1.6,1.1,1,18.5,1.7
69,Tobias Harris,2016-17,24,DET,NBA,6.8,4,1.3,16.9,1.6
70,Joe Ingles,2016-17,29,UTA,NBA,5,2,-0.7,12.4,1.6
71,Patty Mills,2016-17,28,SAS,NBA,5.1,2.9,1.4,15.2,1.6
72,J.J. Barea,2016-17,32,DAL,NBA,1.3,0.8,3,17.2,1.5
73,Hassan Whiteside,2016-17,27,MIA,NBA,9.5,4.2,0.9,22.6,1.5
74,Danilo Gallinari,2016-17,28,DEN,NBA,6.8,6.2,2.8,17.4,1.4
75,Manu Ginóbili,2016-17,39,SAS,NBA,3,0.6,-0.7,13.9,1.4
76,Dwight Howard,2016-17,31,ATL,NBA,8.3,3.8,0.6,20.8,1.4
77,Tyler Johnson,2016-17,24,MIA,NBA,5.8,3.1,0.4,15.9,1.4
78,Nikola Vučević,2016-17,26,ORL,NBA,4,0.8,0.8,19.1,1.4
79,Jeff Withey,2016-17,26,UTA,NBA,1.8,1,-0.4,18.8,1.4
80,Dāvis Bertāns,2016-17,24,SAS,NBA,2.3,1.1,0.5,12.9,1.3
81,Jordan Crawford,2016-17,28,NOP,NBA,0.9,0.6,2.2,17.6,1.3
82,Jrue Holiday,2016-17,26,NOP,NBA,3.8,1.3,1,17.1,1.3
83,Clint Capela,2016-17,22,HOU,NBA,5.9,3.8,1.3,21.4,1.2
84,Seth Curry,2016-17,26,DAL,NBA,4.6,2.9,0.8,15.5,1.2
85,Shawn Long,2016-17,24,PHI,NBA,0.9,0.6,2.3,24.1,1.2
86,JaVale McGee,2016-17,29,GSW,NBA,3.5,2,1,25.2,1.2
87,Patrick Beverley,2016-17,28,HOU,NBA,5.3,2.9,-0.2,13,1.1
88,Mike Muscala,2016-17,25,ATL,NBA,3.4,1.8,-0.1,14.4,1.1
89,Myles Turner,2016-17,20,IND,NBA,8,4.3,-0.1,18.5,1.1
90,Trevor Ariza,2016-17,31,HOU,NBA,6,2.8,-0.1,12.4,1
91,Bruno Caboclo,2016-17,21,TOR,NBA,0.1,0,0.2,14.6,1
92,Andre Drummond,2016-17,23,DET,NBA,6.7,1.4,0.1,20.9,1
93,Channing Frye,2016-17,33,CLE,NBA,3.7,2.3,1.4,15.6,1
94,Montrezl Harrell,2016-17,23,HOU,NBA,4.1,3.1,0.9,19.2,1
95,Richaun Holmes,2016-17,23,PHI,NBA,3.8,2.2,0.5,18.6,1
96,Dwight Powell,2016-17,25,DAL,NBA,4.6,2.7,-0.1,17.6,1
97,Jae Crowder,2016-17,26,BOS,NBA,6.7,4.1,1,14.9,0.9
98,Danuel House,2016-17,23,WAS,NBA,0,0,-8.9,12.2,0.9
99,Ricky Rubio,2016-17,26,MIN,NBA,6.1,4.5,1.2,16.8,0.9
100,LaMarcus Aldridge,2016-17,31,SAS,NBA,7.2,3.5,0.7,18.6,0.8
101,Nicolas Batum,2016-17,28,CHO,NBA,4.6,1.7,0.6,15.8,0.8
102,Vince Carter,2016-17,40,MEM,NBA,4,1.9,-0.3,11.7,0.8
103,Danny Green,2016-17,29,SAS,NBA,3.4,0.4,-1,10.1,0.8
104,Nenê Hilário,2016-17,34,HOU,NBA,4.1,2.5,0,18.9,0.8
105,Dirk Nowitzki,2016-17,38,DAL,NBA,2.5,0.6,0.8,17,0.8
106,Elfrid Payton,2016-17,22,ORL,NBA,4.4,2.4,0.8,17.2,0.8
107,Klay Thompson,2016-17,26,GSW,NBA,7.1,4.2,2.4,17.4,0.8
108,Carmelo Anthony,2016-17,32,NYK,NBA,4.7,3.2,2.3,17.9,0.7
109,Gary Harris,2016-17,22,DEN,NBA,4.6,3.9,1.5,16.5,0.7
110,Nikola Mirotić,2016-17,25,CHI,NBA,3.8,1.2,0.2,14.5,0.7
111,Jabari Parker,2016-17,21,MIL,NBA,4,2.6,2.1,19.1,0.7
112,Dewayne Dedmon,2016-17,27,SAS,NBA,5.2,2.3,-1.4,16,0.6
113,Amir Johnson,2016-17,29,BOS,NBA,5,2.9,-0.7,15,0.6
114,Larry Nance,2016-17,24,LAL,NBA,3.5,2.1,-0.6,15.7,0.6
115,Zaza Pachulia,2016-17,32,GSW,NBA,4.7,2.3,-1.1,16.1,0.6
116,Marreese Speights,2016-17,29,LAC,NBA,4.2,2.5,0.9,17.5,0.6
117,Tim Hardaway,2016-17,24,ATL,NBA,4.8,2.7,1,15.2,0.5
118,Spencer Hawes,2016-17,28,TOT,NBA,1.7,0.7,-0.3,15.6,0.5
119,Jeremy Lamb,2016-17,24,CHO,NBA,2.7,1.4,0.5,17,0.5
120,C.J. Miles,2016-17,29,IND,NBA,4,2.7,1.2,13.8,0.5
121,Thaddeus Young,2016-17,28,IND,NBA,4.6,2,-0.3,14.9,0.5
122,Brandon Bass,2016-17,31,LAC,NBA,2.2,1.6,1.2,19.7,0.4
123,Tyreke Evans,2016-17,27,TOT,NBA,0.7,-0.2,-0.1,15.5,0.4
124,Joe Johnson,2016-17,35,UTA,NBA,3.8,1.7,0.4,12.8,0.4
125,J.J. Redick,2016-17,32,LAC,NBA,4.8,3.3,1.6,14.8,0.4
126,Thabo Sefolosha,2016-17,32,ATL,NBA,3.3,0.6,-2.1,11.9,0.4
127,Reggie Bullock,2016-17,25,DET,NBA,1,0.4,-1,11.7,0.3
128,Tyson Chandler,2016-17,34,PHO,NBA,4.1,2.7,0.7,16.6,0.3
129,Kenneth Faried,2016-17,27,DEN,NBA,4.5,3.3,1.5,20.3,0.3
130,Kelly Olynyk,2016-17,25,BOS,NBA,4.1,2.2,-0.3,15.3,0.3
131,Kristaps Porziņģis,2016-17,21,NYK,NBA,4.5,2.4,0.7,17.4,0.3
132,Ish Smith,2016-17,28,DET,NBA,3.1,0.9,-0.5,14.7,0.3
133,Beno Udrih,2016-17,34,DET,NBA,1.3,0.8,0.6,16.2,0.3
134,Jonas Valančiūnas,2016-17,24,TOR,NBA,7.9,4.9,1.1,20.1,0.3
135,Will Barton,2016-17,26,DEN,NBA,3.3,2.5,1.2,15.5,0.2
136,Robert Covington,2016-17,26,PHI,NBA,3.1,0,-1.2,13.2,0.2
137,Tyus Jones,2016-17,20,MIN,NBA,1.5,1,-0.6,13.8,0.2
138,Cody Zeller,2016-17,24,CHO,NBA,5.6,3.4,-0.9,16.7,0.2
139,Jerian Grant,2016-17,24,CHI,NBA,2.5,1.4,-1.3,13.2,0.1
140,Serge Ibaka,2016-17,27,TOT,NBA,5.1,2.5,0.4,16.4,0.1
141,Ersan İlyasova,2016-17,29,TOT,NBA,4.1,1.8,0.4,14.6,0.1
142,Zach LaVine,2016-17,21,MIN,NBA,3,2.6,1.5,14.6,0.1
143,Patrick Patterson,2016-17,27,TOR,NBA,3.3,1.7,0,10.8,0.1
144,DeMarre Carroll,2016-17,30,TOR,NBA,3.8,1.7,-0.4,11.9,0
145,Kyle Korver,2016-17,35,TOT,NBA,3.7,2.3,0.5,12.1,0
146,Dennis Schröder,2016-17,23,ATL,NBA,3.7,1.2,1.1,16.1,0
147,Marvin Williams,2016-17,30,CHO,NBA,5,2.4,-0.1,13.7,0
148,Darrell Arthur,2016-17,28,DEN,NBA,1.1,0.6,0.1,12.8,-0.1
149,Gorgui Dieng,2016-17,27,MIN,NBA,5.7,3.2,-0.8,14.2,-0.1
150,Wayne Ellington,2016-17,29,MIA,NBA,3.3,2.1,0.8,12.6,-0.1
151,Derrick Favors,2016-17,25,UTA,NBA,2.7,0.5,-1.2,15.8,-0.1
152,Eric Gordon,2016-17,28,HOU,NBA,3.8,2.5,1.3,13.2,-0.1
153,Juan Hernangómez,2016-17,21,DEN,NBA,1.8,1.2,0.1,13.4,-0.1
154,Jon Leuer,2016-17,27,DET,NBA,4.5,2.5,-0.4,14.2,-0.1
155,Raul Neto,2016-17,24,UTA,NBA,0.7,0.2,-3.5,10.7,-0.1
156,Dion Waiters,2016-17,25,MIA,NBA,1.6,0.2,0.3,14.5,-0.1
157,Nick Young,2016-17,31,LAL,NBA,3.2,3,1.7,14.1,-0.1
158,Steven Adams,2016-17,23,OKC,NBA,6.5,3.3,-0.2,16.5,-0.2
159,Kentavious Caldwell-Pope,2016-17,23,DET,NBA,4.5,2,-0.6,12.8,-0.2
160,Nick Collison,2016-17,36,OKC,NBA,0.4,0.3,-1.3,12.9,-0.2
161,Sam Dekker,2016-17,22,HOU,NBA,3.1,1.9,0.3,13.1,-0.2
162,Luc Mbah a Moute,2016-17,30,LAC,NBA,3.1,1.3,-1.6,10.2,-0.2
163,Terrence Ross,2016-17,25,TOT,NBA,3.5,1.5,-0.3,13.4,-0.2
164,Willy Hernangómez,2016-17,22,NYK,NBA,3.4,1.8,0.3,19,-0.3
165,Justin Holiday,2016-17,27,NYK,NBA,2.5,1.3,-0.5,12.7,-0.3
166,James Jones,2016-17,36,CLE,NBA,0.8,0.6,-0.1,11.1,-0.3
167,Khris Middleton,2016-17,25,MIL,NBA,1.6,0.7,-0.4,15,-0.3
168,Glenn Robinson,2016-17,23,IND,NBA,2.5,1.3,-0.5,11.5,-0.3
169,P.J. Tucker,2016-17,31,TOT,NBA,3.6,1.4,-1.5,10.5,-0.3
170,Ryan Anderson,2016-17,28,HOU,NBA,5.2,4,1.7,13.5,-0.4
171,Malcolm Brogdon,2016-17,24,MIL,NBA,4.1,2.6,0,14.9,-0.4
172,Devin Harris,2016-17,33,DAL,NBA,2.2,1.1,-1,13.8,-0.4
173,Shabazz Napier,2016-17,25,POR,NBA,0.6,0.1,-0.8,13.6,-0.4
174,Joakim Noah,2016-17,31,NYK,NBA,2.2,1,-0.9,15.2,-0.5
175,Victor Oladipo,2016-17,24,OKC,NBA,4,1.7,-0.3,13.6,-0.5
176,Norman Powell,2016-17,23,TOR,NBA,2.8,1.4,-0.6,14,-0.5
177,Zach Randolph,2016-17,35,MEM,NBA,3.2,0.8,1,18.5,-0.5
178,Rajon Rondo,2016-17,30,CHI,NBA,2.3,-0.4,-1.6,13.6,-0.5
179,Malik Beasley,2016-17,20,DEN,NBA,0.2,0.1,-0.4,13.7,-0.6
180,Trevor Booker,2016-17,29,BRK,NBA,3.1,1,-0.9,15.7,-0.6
181,Avery Bradley,2016-17,26,BOS,NBA,3.1,1.1,0,14.4,-0.6
182,Maurice Harkless,2016-17,23,POR,NBA,4.2,2.3,-0.8,13.1,-0.6
183,Terrence Jones,2016-17,25,TOT,NBA,2.3,0.4,-1,16.1,-0.6
184,T.J. Warren,2016-17,23,PHO,NBA,4.1,3,0.1,15.6,-0.6
185,Cristiano Felício,2016-17,24,CHI,NBA,3.4,2.1,-0.6,15.3,-0.7
186,Michael Kidd-Gilchrist,2016-17,23,CHO,NBA,5.8,2.7,-1.6,14.3,-0.7
187,Salah Mejri,2016-17,30,DAL,NBA,3,1.3,-3,14.8,-0.7
188,Tristan Thompson,2016-17,25,CLE,NBA,7.3,5,0,15.3,-0.7
189,Cole Aldrich,2016-17,28,MIN,NBA,1.3,0.6,-2.3,12.7,-0.8
190,Harrison Barnes,2016-17,24,DAL,NBA,4.6,2.5,0.4,16.3,-0.8
191,Michael Beasley,2016-17,28,MIL,NBA,1.8,0.8,0,17.8,-0.8
192,Pat Connaughton,2016-17,24,POR,NBA,0.6,0.4,-0.4,11.8,-0.8
193,Marcin Gortat,2016-17,32,WAS,NBA,6.8,3.9,-0.3,15.4,-0.8
194,JaMychal Green,2016-17,26,MEM,NBA,5.8,3.2,-0.9,13.5,-0.8
195,Justin Hamilton,2016-17,26,BRK,NBA,2.1,1,-0.5,13.6,-0.8
196,Wesley Matthews,2016-17,30,DAL,NBA,3.1,1,-0.8,11.9,-0.8
197,D'Angelo Russell,2016-17,20,LAL,NBA,1.3,0.3,0.7,15.3,-0.8
198,Garrett Temple,2016-17,30,SAC,NBA,2.2,0.9,-1.5,11.2,-0.8
199,Reggie Williams,2016-17,30,NOP,NBA,0.2,0.1,-0.4,11.7,-0.8
200,Darren Collison,2016-17,29,SAC,NBA,3.9,3.1,0.3,15.3,-0.9
201,Rodney Hood,2016-17,24,UTA,NBA,2.6,0.7,-0.6,12.4,-0.9
202,Courtney Lee,2016-17,31,NYK,NBA,4.2,3.1,-0.7,12.2,-0.9
203,Jusuf Nurkić,2016-17,22,TOT,NBA,2,0.2,-1.4,17.5,-0.9
204,Julius Randle,2016-17,22,LAL,NBA,3.5,2,-0.6,16.3,-0.9
205,Willie Reed,2016-17,26,MIA,NBA,3.6,2.1,-0.9,17.1,-0.9
206,Jason Terry,2016-17,39,MIL,NBA,2.1,1.2,-1.4,9.1,-0.9
207,Tony Allen,2016-17,35,MEM,NBA,3.1,0.2,-2,13.3,-1
208,Kent Bazemore,2016-17,27,ATL,NBA,2.1,-0.6,-2.1,11.5,-1
209,Willie Cauley-Stein,2016-17,23,SAC,NBA,2.9,1.4,-1.2,16.3,-1
210,Wilson Chandler,2016-17,29,DEN,NBA,3.5,2.4,0.5,14.9,-1
211,Spencer Dinwiddie,2016-17,23,BRK,NBA,2.8,1.9,-1.3,12.7,-1
212,Jared Dudley,2016-17,31,PHO,NBA,1.8,1.1,-1.1,10.6,-1
213,Aaron Gordon,2016-17,21,ORL,NBA,3.7,2,-0.3,14.5,-1
214,Treveon Graham,2016-17,23,CHO,NBA,0.4,0.3,-1.8,10.6,-1
215,Reggie Jackson,2016-17,26,DET,NBA,1.9,0.8,0.4,14.9,-1
216,Ty Lawson,2016-17,29,SAC,NBA,3.2,2.2,-0.2,15.4,-1
217,T.J. McConnell,2016-17,24,PHI,NBA,3.8,1.4,-2,13.7,-1
218,Andre Roberson,2016-17,25,OKC,NBA,4.2,1.1,-2.5,9.6,-1
219,Derrick Rose,2016-17,28,NYK,NBA,3,2.4,1,17,-1
220,Anthony Tolliver,2016-17,31,SAC,NBA,2.3,1.5,-0.1,11.1,-1
221,Al-Farouq Aminu,2016-17,26,POR,NBA,1.9,-0.1,-1.4,11.3,-1.1
222,Marco Belinelli,2016-17,30,CHO,NBA,3.2,2,-0.6,13.3,-1.1
223,Yogi Ferrell,2016-17,23,TOT,NBA,1.8,0.8,-0.9,13.1,-1.1
224,Caris LeVert,2016-17,22,BRK,NBA,1.8,0.8,-1.3,12.3,-1.1
225,Marcus Morris,2016-17,27,DET,NBA,3.9,1.4,-0.8,12.4,-1.1
226,Josh Richardson,2016-17,23,MIA,NBA,2.2,0.3,-2,10.7,-1.1
227,James Ennis,2016-17,26,MEM,NBA,3.1,1.4,-1.9,10.6,-1.2
228,Frank Kaminsky,2016-17,23,CHO,NBA,2.3,0.4,-0.5,13,-1.2
229,Justin Anderson,2016-17,23,TOT,NBA,1.9,0.6,-0.9,13.9,-1.3
230,Allen Crabbe,2016-17,24,POR,NBA,4.2,3.1,-0.7,11.6,-1.3
231,Raymond Felton,2016-17,32,LAC,NBA,1.9,0.2,-2,10.9,-1.3
232,Evan Fournier,2016-17,24,ORL,NBA,2.8,1.7,-0.2,13.9,-1.3
233,Jerami Grant,2016-17,22,TOT,NBA,2.9,1.1,-2.1,10.1,-1.3
234,Rondae Hollis-Jefferson,2016-17,22,BRK,NBA,2.6,0.4,-2.2,13.7,-1.3
235,Cory Joseph,2016-17,25,TOR,NBA,3.4,1.7,-0.9,13.2,-1.3
236,Marcus Smart,2016-17,22,BOS,NBA,3.2,0.5,-1.9,12,-1.3
237,Alan Williams,2016-17,24,PHO,NBA,2.1,1.1,-0.8,19.5,-1.3
238,James Young,2016-17,21,BOS,NBA,0.3,0.1,-1.7,10,-1.3
239,Matt Barnes,2016-17,36,TOT,NBA,2,0.3,-1.7,10.3,-1.4
240,Anthony Bennett,2016-17,23,BRK,NBA,0.5,0.3,0.5,14.7,-1.4
241,Mike Dunleavy,2016-17,36,TOT,NBA,1.5,0.8,-1.3,10.1,-1.4
242,Jarrett Jack,2016-17,33,NOP,NBA,0,0,-4.8,7.7,-1.4
243,Al Jefferson,2016-17,32,IND,NBA,2.3,1.2,-0.3,18.9,-1.4
244,Ian Mahinmi,2016-17,30,WAS,NBA,1.4,0.5,-3,14.1,-1.4
245,Terry Rozier,2016-17,22,BOS,NBA,1.4,0,-1.6,10.9,-1.4
246,Ian Clark,2016-17,25,GSW,NBA,2.3,1,-1,13.1,-1.5
